Source,Target,ExpectedCode,FirstStatus,FinalUrl,Ok,Error
https://www.ibuyfireplaces.com/ihp-superior-vre4300-vent-free-outdoor-gas-fireplace.html,https://www.ibuyfireplaces.com/brands/superior-gas-fireplaces,301,301,https://www.ibuyfireplaces.com/category/outdoor-gas-fireplaces,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com/brands/superior-gas-fireplaces, отримано https://www.ibuyfireplaces.com/category/outdoor-gas-fireplaces."
https://www.ibuyfireplaces.com/ihp-superior-vre6000-vent-free-outdoor-gas-fireplace.html,https://www.ibuyfireplaces.com/brands/superior-gas-fireplaces,301,301,https://www.ibuyfireplaces.com/category/outdoor-gas-fireplaces,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com/brands/superior-gas-fireplaces, отримано https://www.ibuyfireplaces.com/category/outdoor-gas-fireplaces."
https://www.ibuyfireplaces.com/media/catalog/category/kozyworldlogo.png,https://www.ibuyfireplaces.com,301,404,https://www.ibuyfireplaces.com/media/catalog/category/kozyworldlogo.png,False,"Очікуваний код 301, отримано 404. Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/category/kozyworldlogo.png."
https://www.ibuyfireplaces.com/media/catalog/category/stoves_directventgasstoves.png,https://www.ibuyfireplaces.com,301,404,https://www.ibuyfireplaces.com/media/catalog/category/stoves_directventgasstoves.png,False,"Очікуваний код 301, отримано 404. Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/category/stoves_directventgasstoves.png."
https://www.ibuyfireplaces.com/media/catalog/category/ventingoption.jpg,https://www.ibuyfireplaces.com,301,404,https://www.ibuyfireplaces.com/media/catalog/category/ventingoption.jpg,False,"Очікуваний код 301, отримано 404. Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/category/ventingoption.jpg."
https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/1/4/1400_black_napoleon_fireplaces_1.jpg,https://www.ibuyfireplaces.com,301,404,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/1/4/1400_black_napoleon_fireplaces_1.jpg,False,"Очікуваний код 301, отримано 404. Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/1/4/1400_black_napoleon_fireplaces_1.jpg."
https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/3/_/3_1.jpg,https://www.ibuyfireplaces.com,301,404,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/3/_/3_1.jpg,False,"Очікуваний код 301, отримано 404. Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/3/_/3_1.jpg."
https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/6/T/6TI.jpg,https://www.ibuyfireplaces.com,301,404,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/6/T/6TI.jpg,False,"Очікуваний код 301, отримано 404. Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/6/T/6TI.jpg."
https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/b/r/brn-0277.jpg,https://www.ibuyfireplaces.com,301,404,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/b/r/brn-0277.jpg,False,"Очікуваний код 301, отримано 404. Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/b/r/brn-0277.jpg."
https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/b/r/brt45_2.jpg,https://www.ibuyfireplaces.com,301,404,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/b/r/brt45_2.jpg,False,"Очікуваний код 301, отримано 404. Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/b/r/brt45_2.jpg."
